id_commande,date,id_client,categorie,produit,quantite,prix_unitaire,remise,montant,canal,region,paiement
CMD100495,2024-08-27,CLI01086,Mode,Écharpe laine,3,29.9,0.0,89.7,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD104619,2024-08-27,CLI01111,Mode,T-shirt coton bio,2,19.9,0.0,39.8,Site web,Île-de-France,Carte bancaire
CMD104900,2024-08-27,CLI02168,Mode,Veste légère,1,69.9,0.0,69.9,Marketplace,Provence-Alpes-Côte d'Azur,PayPal
CMD104372,2024-08-27,CLI00653,Mode,T-shirt coton bio,3,19.9,0.2,47.76,Site web,Île-de-France,PayPal
CMD100745,2024-08-27,CLI01781,Beauté,Sérum visage,1,29.9,0.2,23.92,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD104534,2024-08-27,CLI00558,Beauté,Parfum 50ml,1,59.0,0.0,59.0,Marketplace,Bretagne,PayPal
CMD100575,2024-08-27,CLI01195,Maison,Cadre photo,1,14.9,0.2,11.92,Site web,Occitanie,Carte bancaire
CMD102031,2024-08-27,CLI01122,Électronique,Enceinte portable,2,59.9,0.0,119.8,Site web,Provence-Alpes-Côte d'Azur,PayPal
CMD102459,2024-08-27,CLI02033,Mode,Écharpe laine,1,29.9,0.0,29.9,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD101246,2024-09-01,CLI01917,Livres,Roman best-seller,4,18.9,0.1,68.04,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD105429,2024-09-01,CLI00622,Sport,Gourde isotherme,1,19.9,0.1,17.91,Site web,Grand Est,PayPal
CMD105767,2024-09-01,CLI00959,Livres,Livre de cuisine,2,24.9,0.0,49.8,Application mobile,Île-de-France,Carte bancaire
CMD104999,2024-09-01,CLI01507,Maison,Lampe de bureau LED,2,34.9,0.0,69.8,Application mobile,Auvergne-Rhône-Alpes,PayPal
CMD103733,2024-09-01,CLI01581,Électronique,Casque audio Bluetooth,2,79.9,0.2,127.84,Site web,Auvergne-Rhône-Alpes,Virement
CMD100196,2024-09-01,CLI00564,Mode,T-shirt coton bio,1,19.9,0.0,19.9,Marketplace,Occitanie,Virement
CMD103632,2024-09-01,CLI00406,Beauté,Parfum 50ml,1,59.0,0.0,59.0,Application mobile,Nouvelle-Aquitaine,PayPal
CMD101030,2024-09-01,CLI01195,Maison,Diffuseur d'huiles,1,39.9,0.2,31.92,Application mobile,Grand Est,Carte bancaire
CMD101292,2024-09-01,CLI01401,Maison,Diffuseur d'huiles,2,39.9,0.0,79.8,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD104986,2024-09-01,CLI01054,Livres,BD édition limitée,1,29.9,0.0,29.9,Application mobile,Nouvelle-Aquitaine,PayPal
CMD100968,2024-09-01,CLI00504,Beauté,Crème hydratante,1,22.9,0.2,18.32,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD102328,2024-09-01,CLI00215,Électronique,Casque audio Bluetooth,4,79.9,0.1,287.64,Application mobile,Occitanie,Carte bancaire
CMD104625,2024-09-01,CLI00458,Maison,Cadre photo,2,14.9,0.0,29.8,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD103271,2024-09-01,CLI00515,Électronique,Montre connectée,2,149.0,0.2,238.4,Site web,Occitanie,Carte bancaire
CMD105614,2024-09-01,CLI01559,Électronique,Enceinte portable,1,59.9,0.0,59.9,Application mobile,Grand Est,PayPal
CMD100821,2024-09-01,CLI02160,Mode,Veste légère,1,69.9,0.2,55.92,Site web,Bretagne,Carte bancaire
CMD103039,2024-09-01,CLI00842,Livres,Livre de cuisine,2,24.9,0.0,49.8,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD104367,2024-09-01,CLI01887,Sport,Bandes élastiques,1,15.9,0.2,12.72,Marketplace,Île-de-France,Carte bancaire
CMD100482,2024-09-01,CLI00603,Livres,Roman best-seller,1,18.9,0.2,15.12,Site web,Île-de-France,Carte bancaire
CMD105276,2024-09-01,CLI02083,Mode,T-shirt coton bio,4,19.9,0.2,63.68,Site web,Île-de-France,Carte bancaire
CMD102038,2024-09-01,CLI00942,Maison,Diffuseur d'huiles,3,39.9,0.2,95.76,Site web,Occitanie,Carte bancaire
CMD103431,2024-09-02,CLI01264,Mode,Sneakers,2,89.0,0.0,178.0,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD105652,2024-09-02,CLI00361,Sport,Bandes élastiques,1,15.9,0.1,14.31,Marketplace,Auvergne-Rhône-Alpes,PayPal
CMD100658,2024-09-02,CLI00188,Sport,Bandes élastiques,4,15.9,0.0,63.6,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD100062,2024-09-02,CLI01935,Maison,Diffuseur d'huiles,2,39.9,0.1,71.82,Site web,Hauts-de-France,Virement
CMD100143,2024-09-02,CLI00140,Mode,Veste légère,1,69.9,0.2,55.92,Site web,Bretagne,PayPal
CMD101011,2024-09-02,CLI00231,Beauté,Parfum 50ml,2,59.0,0.1,106.2,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD102925,2024-09-02,CLI01141,Électronique,Casque audio Bluetooth,2,79.9,0.0,159.8,Application mobile,Occitanie,PayPal
CMD104934,2024-09-02,CLI00587,Sport,Tapis de yoga,2,29.9,0.0,59.8,Marketplace,Auvergne-Rhône-Alpes,PayPal
CMD103769,2024-09-02,CLI00172,Livres,Roman best-seller,2,18.9,0.0,37.8,Site web,Île-de-France,Carte bancaire
CMD101094,2024-09-02,CLI01342,Livres,Roman best-seller,1,18.9,0.1,17.01,Application mobile,Grand Est,Carte bancaire
CMD104481,2024-09-02,CLI02070,Sport,Haltères 5kg,3,39.9,0.2,95.76,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD100928,2024-09-02,CLI00840,Mode,Écharpe laine,1,29.9,0.0,29.9,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD102330,2024-09-02,CLI00425,Sport,Haltères 5kg,1,39.9,0.1,35.91,Marketplace,Île-de-France,Carte bancaire
CMD101962,2024-09-02,CLI01653,Beauté,Palette maquillage,3,34.9,0.0,104.7,Marketplace,Auvergne-Rhône-Alpes,Carte bancaire
CMD105052,2024-09-02,CLI01047,Sport,Gourde isotherme,2,19.9,0.0,39.8,Site web,Île-de-France,Virement
CMD100390,2024-09-03,CLI01837,Mode,T-shirt coton bio,1,19.9,0.0,19.9,Site web,Île-de-France,Carte bancaire
CMD104569,2024-09-03,CLI00383,Sport,Bandes élastiques,1,15.9,0.1,14.31,Application mobile,Île-de-France,Carte bancaire
CMD100990,2024-09-03,CLI01984,Électronique,Chargeur sans fil,1,24.9,0.0,24.9,Marketplace,Auvergne-Rhône-Alpes,PayPal
CMD101584,2024-09-03,CLI01696,Mode,Sneakers,1,89.0,0.1,80.1,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD104077,2024-09-03,CLI00146,Maison,Cadre photo,1,14.9,0.0,14.9,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD100095,2024-09-03,CLI01187,Maison,Lampe de bureau LED,1,34.9,0.0,34.9,Marketplace,Hauts-de-France,Carte bancaire
CMD105189,2024-09-03,CLI01796,Maison,Lampe de bureau LED,1,34.9,0.0,34.9,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD102400,2024-09-03,CLI01365,Sport,Haltères 5kg,1,39.9,0.1,35.91,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD103245,2024-09-03,CLI00302,Livres,Roman best-seller,4,18.9,0.2,60.48,Application mobile,Hauts-de-France,Carte bancaire
CMD101217,2024-09-03,CLI01035,Livres,BD édition limitée,2,29.9,0.2,47.84,Application mobile,Occitanie,Virement
CMD100716,2024-09-03,CLI00829,Maison,Cadre photo,1,14.9,0.2,11.92,Application mobile,Occitanie,Carte bancaire
CMD105996,2024-09-03,CLI01109,Maison,Lampe de bureau LED,2,34.9,0.2,55.84,Application mobile,Île-de-France,Carte bancaire
CMD100684,2024-09-03,CLI02102,Beauté,Crème hydratante,1,22.9,0.2,18.32,Site web,Auvergne-Rhône-Alpes,PayPal
CMD105470,2024-09-03,CLI01819,Livres,Roman best-seller,4,18.9,0.0,75.6,Marketplace,Nouvelle-Aquitaine,Carte bancaire
CMD102624,2024-09-04,CLI00822,Beauté,Parfum 50ml,4,59.0,0.0,236.0,Site web,Bretagne,Carte bancaire
CMD100259,2024-09-04,CLI00081,Beauté,Parfum 50ml,2,59.0,0.0,118.0,Site web,Hauts-de-France,Carte bancaire
CMD100447,2024-09-04,CLI02109,Beauté,Palette maquillage,2,34.9,0.2,55.84,Marketplace,Grand Est,PayPal
CMD101312,2024-09-04,CLI02181,Électronique,Enceinte portable,1,59.9,0.1,53.91,Site web,Auvergne-Rhône-Alpes,PayPal
CMD102575,2024-09-04,CLI00110,Livres,Roman best-seller,1,18.9,0.0,18.9,Application mobile,Occitanie,PayPal
CMD105509,2024-09-04,CLI01459,Beauté,Palette maquillage,1,34.9,0.1,31.41,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD102867,2024-09-04,CLI01510,Maison,Plaid polaire,1,24.9,0.0,24.9,Application mobile,Île-de-France,Carte bancaire
CMD100065,2024-09-04,CLI00147,Maison,Lampe de bureau LED,1,34.9,0.0,34.9,Application mobile,Île-de-France,Carte bancaire
CMD101273,2024-09-04,CLI00272,Maison,Cadre photo,1,14.9,0.1,13.41,Site web,Auvergne-Rhône-Alpes,PayPal
CMD100113,2024-09-04,CLI01888,Beauté,Parfum 50ml,1,59.0,0.0,59.0,Site web,Nouvelle-Aquitaine,PayPal
CMD100818,2024-09-04,CLI02056,Livres,Roman best-seller,1,18.9,0.0,18.9,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD100628,2024-09-04,CLI00739,Sport,Haltères 5kg,1,39.9,0.1,35.91,Application mobile,Auvergne-Rhône-Alpes,PayPal
CMD104712,2024-09-04,CLI01939,Sport,Gourde isotherme,1,19.9,0.2,15.92,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD105605,2024-09-04,CLI01310,Beauté,Sérum visage,1,29.9,0.2,23.92,Application mobile,Grand Est,Carte bancaire
CMD100488,2024-09-04,CLI01862,Livres,BD édition limitée,3,29.9,0.1,80.73,Marketplace,Provence-Alpes-Côte d'Azur,PayPal
CMD101482,2024-09-04,CLI00090,Maison,Set de couverts,1,44.9,0.0,44.9,Site web,Bretagne,Carte bancaire
CMD102292,2024-09-04,CLI00459,Sport,Tapis de yoga,2,29.9,0.0,59.8,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD103077,2024-09-04,CLI01693,Maison,Diffuseur d'huiles,2,39.9,0.0,79.8,Application mobile,Grand Est,PayPal
CMD105111,2024-09-04,CLI02137,Maison,Set de couverts,2,44.9,0.1,80.82,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD100244,2024-09-04,CLI01639,Sport,Haltères 5kg,3,39.9,0.0,119.7,Site web,Bretagne,Carte bancaire
CMD100164,2024-09-04,CLI01014,Sport,Bandes élastiques,1,15.9,0.1,14.31,Application mobile,Île-de-France,Virement
CMD101362,2024-09-04,CLI00564,Mode,Sneakers,1,89.0,0.2,71.2,Site web,Île-de-France,PayPal
CMD101231,2024-09-04,CLI00624,Maison,Set de couverts,2,44.9,0.0,89.8,Site web,Grand Est,Carte bancaire
CMD104502,2024-09-04,CLI02155,Électronique,Enceinte portable,1,59.9,0.1,53.91,Application mobile,Île-de-France,Carte bancaire
CMD104994,2024-09-04,CLI02155,Maison,Plaid polaire,1,24.9,0.0,24.9,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD100523,2024-09-04,CLI00824,Électronique,Enceinte portable,1,59.9,0.1,53.91,Marketplace,Bretagne,Carte bancaire
CMD104422,2024-09-04,CLI00053,Sport,Gourde isotherme,2,19.9,0.0,39.8,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD105683,2024-09-04,CLI01062,Sport,Bandes élastiques,3,15.9,0.0,47.7,Site web,Île-de-France,Carte bancaire
CMD100769,2024-09-05,CLI00823,Maison,Plaid polaire,1,24.9,0.1,22.41,Site web,Île-de-France,Carte bancaire
CMD105906,2024-09-05,CLI00383,Maison,Set de couverts,2,44.9,0.0,89.8,Marketplace,Auvergne-Rhône-Alpes,Virement
CMD104203,2024-09-05,CLI01429,Électronique,Enceinte portable,2,59.9,0.2,95.84,Site web,Hauts-de-France,Carte bancaire
CMD100922,2024-09-05,CLI01121,Mode,Veste légère,1,69.9,0.0,69.9,Application mobile,Bretagne,Carte bancaire
CMD104131,2024-09-05,CLI01361,Mode,Veste légère,3,69.9,0.1,188.73,Site web,Occitanie,PayPal
CMD104226,2024-09-05,CLI01916,Sport,Tapis de yoga,4,29.9,0.2,95.68,Marketplace,Occitanie,Carte bancaire
CMD105221,2024-09-05,CLI02043,Électronique,Enceinte portable,1,59.9,0.1,53.91,Marketplace,Nouvelle-Aquitaine,Carte bancaire
CMD102530,2024-09-05,CLI00019,Sport,Haltères 5kg,1,39.9,0.0,39.9,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD104905,2024-09-05,CLI00102,Mode,Écharpe laine,1,29.9,0.0,29.9,Application mobile,Hauts-de-France,PayPal
CMD102560,2024-09-05,CLI00198,Beauté,Parfum 50ml,1,59.0,0.1,53.1,Marketplace,Île-de-France,PayPal
CMD103794,2024-09-05,CLI00965,Mode,Veste légère,1,69.9,0.2,55.92,Site web,Île-de-France,PayPal
CMD105677,2024-09-05,CLI01319,Beauté,Parfum 50ml,2,59.0,0.2,94.4,Application mobile,Occitanie,Carte bancaire
CMD100831,2024-09-05,CLI01279,Maison,Cadre photo,1,14.9,0.0,14.9,Site web,Île-de-France,Carte bancaire
CMD101671,2024-09-05,CLI01076,Électronique,Casque audio Bluetooth,3,79.9,0.1,215.73,Marketplace,Auvergne-Rhône-Alpes,Carte bancaire
CMD105081,2024-09-05,CLI02107,Sport,Gourde isotherme,1,19.9,0.0,19.9,Site web,Auvergne-Rhône-Alpes,PayPal
CMD101071,2024-09-05,CLI00746,Mode,Écharpe laine,1,29.9,0.0,29.9,Site web,Occitanie,Carte bancaire
CMD102377,2024-09-05,CLI00498,Mode,Jean slim,2,49.9,0.1,89.82,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD100246,2024-09-05,CLI00947,Livres,BD édition limitée,1,29.9,0.0,29.9,Application mobile,Provence-Alpes-Côte d'Azur,Virement
CMD103943,2024-09-05,CLI00891,Livres,Roman best-seller,2,18.9,0.2,30.24,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD100489,2024-09-05,CLI01202,Mode,Écharpe laine,1,29.9,0.0,29.9,Site web,Auvergne-Rhône-Alpes,Virement
CMD104434,2024-09-05,CLI00523,Livres,Livre de cuisine,1,24.9,0.1,22.41,Site web,Hauts-de-France,Carte bancaire
CMD102092,2024-09-05,CLI00858,Beauté,Sérum visage,3,29.9,0.0,89.7,Marketplace,Bretagne,Carte bancaire
CMD104175,2024-09-05,CLI01590,Beauté,Crème hydratante,2,22.9,0.0,45.8,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD102463,2024-09-06,CLI00887,Sport,Tapis de yoga,1,29.9,0.1,26.91,Marketplace,Auvergne-Rhône-Alpes,Virement
CMD105607,2024-09-06,CLI01138,Sport,Tapis de yoga,1,29.9,0.1,26.91,Site web,Auvergne-Rhône-Alpes,PayPal
CMD100803,2024-09-06,CLI01239,Beauté,Palette maquillage,1,34.9,0.0,34.9,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD101717,2024-09-06,CLI00917,Maison,Diffuseur d'huiles,1,39.9,0.0,39.9,Application mobile,Auvergne-Rhône-Alpes,PayPal
CMD104315,2024-09-06,CLI01050,Sport,Bandes élastiques,4,15.9,0.1,57.24,Site web,Île-de-France,PayPal
CMD103078,2024-09-06,CLI01096,Maison,Lampe de bureau LED,2,34.9,0.0,69.8,Application mobile,Provence-Alpes-Côte d'Azur,PayPal
CMD103356,2024-09-06,CLI00588,Beauté,Crème hydratante,1,22.9,0.0,22.9,Application mobile,Bretagne,Carte bancaire
CMD105801,2024-09-06,CLI00143,Électronique,Enceinte portable,3,59.9,0.0,179.7,Site web,Provence-Alpes-Côte d'Azur,PayPal
CMD104448,2024-09-06,CLI01379,Électronique,Chargeur sans fil,1,24.9,0.2,19.92,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD102782,2024-09-06,CLI01691,Sport,Bandes élastiques,2,15.9,0.0,31.8,Site web,Hauts-de-France,Virement
CMD101337,2024-09-06,CLI00451,Livres,Livre de cuisine,3,24.9,0.0,74.7,Marketplace,Île-de-France,Carte bancaire
CMD105313,2024-09-06,CLI01572,Mode,Veste légère,3,69.9,0.1,188.73,Site web,Auvergne-Rhône-Alpes,Virement
CMD100835,2024-09-06,CLI01732,Sport,Tapis de yoga,1,29.9,0.1,26.91,Application mobile,Occitanie,PayPal
CMD102980,2024-09-06,CLI00057,Livres,BD édition limitée,1,29.9,0.1,26.91,Site web,Île-de-France,Carte bancaire
CMD104014,2024-09-06,CLI00547,Beauté,Crème hydratante,1,22.9,0.0,22.9,Marketplace,Auvergne-Rhône-Alpes,PayPal
CMD105519,2024-09-06,CLI01766,Beauté,Crème hydratante,3,22.9,0.0,68.7,Marketplace,Île-de-France,Carte bancaire
CMD105123,2024-09-07,CLI01802,Maison,Cadre photo,4,14.9,0.2,47.68,Site web,Île-de-France,Virement
CMD102454,2024-09-07,CLI01941,Beauté,Crème hydratante,2,22.9,0.0,45.8,Site web,Occitanie,Carte bancaire
CMD102803,2024-09-07,CLI01162,Électronique,Chargeur sans fil,1,24.9,0.2,19.92,Application mobile,Nouvelle-Aquitaine,PayPal
CMD104293,2024-09-07,CLI00843,Électronique,Chargeur sans fil,2,24.9,0.1,44.82,Application mobile,Île-de-France,PayPal
CMD102029,2024-09-07,CLI00478,Livres,Livre de cuisine,2,24.9,0.0,49.8,Site web,Auvergne-Rhône-Alpes,PayPal
CMD104942,2024-09-07,CLI01436,Beauté,Palette maquillage,1,34.9,0.0,34.9,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD105256,2024-09-07,CLI01704,Électronique,Écouteurs sans fil,1,119.0,0.1,107.1,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD101688,2024-09-07,CLI01722,Maison,Diffuseur d'huiles,1,39.9,0.0,39.9,Site web,Occitanie,Carte bancaire
CMD100878,2024-09-07,CLI00907,Maison,Cadre photo,2,14.9,0.1,26.82,Marketplace,Auvergne-Rhône-Alpes,Carte bancaire
CMD105034,2024-09-07,CLI01060,Beauté,Crème hydratante,1,22.9,0.0,22.9,Application mobile,Grand Est,Carte bancaire
CMD100350,2024-09-07,CLI01519,Livres,BD édition limitée,3,29.9,0.0,89.7,Application mobile,Île-de-France,PayPal
CMD105295,2024-09-07,CLI02151,Mode,Écharpe laine,4,29.9,0.1,107.64,Site web,Île-de-France,Carte bancaire
CMD101918,2024-09-07,CLI00852,Électronique,Chargeur sans fil,1,24.9,0.0,24.9,Marketplace,Provence-Alpes-Côte d'Azur,Virement
CMD104405,2024-09-07,CLI00329,Beauté,Palette maquillage,1,34.9,0.2,27.92,Site web,Occitanie,PayPal
CMD103868,2024-09-07,CLI01374,Sport,Bandes élastiques,1,15.9,0.0,15.9,Marketplace,Occitanie,Carte bancaire
CMD100563,2024-09-08,CLI01078,Livres,BD édition limitée,4,29.9,0.0,119.6,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD100597,2024-09-08,CLI01575,Beauté,Parfum 50ml,1,59.0,0.2,47.2,Application mobile,Île-de-France,Virement
CMD101061,2024-09-08,CLI02193,Maison,Cadre photo,4,14.9,0.2,47.68,Marketplace,Île-de-France,Virement
CMD105994,2024-09-08,CLI01396,Livres,Roman best-seller,1,18.9,0.0,18.9,Marketplace,Île-de-France,PayPal
CMD103516,2024-09-08,CLI01493,Beauté,Palette maquillage,2,34.9,0.0,69.8,Site web,Occitanie,Carte bancaire
CMD105321,2024-09-08,CLI02145,Sport,Haltères 5kg,2,39.9,0.0,79.8,Marketplace,Grand Est,PayPal
CMD104830,2024-09-08,CLI00353,Mode,Jean slim,1,49.9,0.2,39.92,Marketplace,Île-de-France,Virement
CMD102175,2024-09-08,CLI00239,Sport,Gourde isotherme,1,19.9,0.0,19.9,Site web,Hauts-de-France,Carte bancaire
CMD100328,2024-09-08,CLI02083,Maison,Lampe de bureau LED,1,34.9,0.0,34.9,Site web,Auvergne-Rhône-Alpes,PayPal
CMD102191,2024-09-08,CLI01268,Beauté,Palette maquillage,2,34.9,0.0,69.8,Marketplace,Grand Est,Carte bancaire
CMD102194,2024-09-08,CLI01003,Sport,Bandes élastiques,3,15.9,0.0,47.7,Application mobile,Hauts-de-France,Carte bancaire
CMD102845,2024-09-08,CLI00429,Maison,Set de couverts,1,44.9,0.2,35.92,Site web,Grand Est,PayPal
CMD105542,2024-09-08,CLI00610,Mode,T-shirt coton bio,1,19.9,0.0,19.9,Application mobile,Nouvelle-Aquitaine,PayPal
CMD100066,2024-09-08,CLI00002,Électronique,Enceinte portable,1,59.9,0.2,47.92,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD102683,2024-09-08,CLI01983,Livres,BD édition limitée,2,29.9,0.0,59.8,Site web,Occitanie,Carte bancaire
CMD105924,2024-09-08,CLI01154,Électronique,Casque audio Bluetooth,4,79.9,0.0,319.6,Application mobile,Île-de-France,PayPal
CMD100064,2024-09-08,CLI00738,Maison,Plaid polaire,1,24.9,0.0,24.9,Application mobile,Occitanie,Carte bancaire
CMD103691,2024-09-08,CLI01494,Livres,Roman best-seller,1,18.9,0.0,18.9,Marketplace,Auvergne-Rhône-Alpes,Carte bancaire
CMD101004,2024-09-08,CLI00406,Beauté,Crème hydratante,1,22.9,0.1,20.61,Application mobile,Occitanie,Carte bancaire
CMD102657,2024-09-08,CLI01497,Mode,Écharpe laine,1,29.9,0.0,29.9,Marketplace,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD102276,2024-09-08,CLI00051,Beauté,Palette maquillage,2,34.9,0.1,62.82,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD101879,2024-09-08,CLI01222,Beauté,Sérum visage,1,29.9,0.2,23.92,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD104282,2024-09-09,CLI01296,Électronique,Enceinte portable,1,59.9,0.0,59.9,Site web,Île-de-France,Carte bancaire
CMD105795,2024-09-09,CLI01980,Mode,Jean slim,1,49.9,0.1,44.91,Marketplace,Île-de-France,Carte bancaire
CMD102390,2024-09-09,CLI00144,Mode,Écharpe laine,2,29.9,0.0,59.8,Marketplace,Auvergne-Rhône-Alpes,PayPal
CMD103732,2024-09-09,CLI00708,Mode,T-shirt coton bio,1,19.9,0.2,15.92,Site web,Auvergne-Rhône-Alpes,PayPal
CMD103241,2024-09-09,CLI01269,Maison,Plaid polaire,2,24.9,0.1,44.82,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD101448,2024-09-09,CLI00826,Mode,Veste légère,3,69.9,0.0,209.7,Site web,Provence-Alpes-Côte d'Azur,Virement
CMD101484,2024-09-09,CLI02035,Électronique,Chargeur sans fil,1,24.9,0.1,22.41,Site web,Grand Est,Carte bancaire
CMD102795,2024-09-09,CLI01778,Maison,Lampe de bureau LED,2,34.9,0.0,69.8,Marketplace,Île-de-France,PayPal
CMD105598,2024-09-09,CLI01267,Maison,Plaid polaire,1,24.9,0.0,24.9,Site web,Occitanie,Carte bancaire
CMD100129,2024-09-09,CLI00800,Mode,T-shirt coton bio,3,19.9,0.1,53.73,Site web,Occitanie,Carte bancaire
CMD101343,2024-09-09,CLI00965,Livres,BD édition limitée,1,29.9,0.1,26.91,Site web,Île-de-France,Carte bancaire
CMD104767,2024-09-09,CLI00015,Maison,Diffuseur d'huiles,2,39.9,0.2,63.84,Site web,Bretagne,Carte bancaire
CMD105287,2024-09-09,CLI00050,Beauté,Crème hydratante,2,22.9,0.0,45.8,Application mobile,Bretagne,Carte bancaire
CMD103115,2024-09-09,CLI02076,Électronique,Montre connectée,1,149.0,0.2,119.2,Site web,Provence-Alpes-Côte d'Azur,PayPal
CMD105289,2024-09-09,CLI01099,Beauté,Crème hydratante,1,22.9,0.1,20.61,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD104096,2024-09-09,CLI01015,Électronique,Chargeur sans fil,1,24.9,0.1,22.41,Application mobile,Île-de-France,PayPal
CMD105300,2024-09-09,CLI01613,Beauté,Crème hydratante,1,22.9,0.1,20.61,Site web,Hauts-de-France,Carte bancaire
CMD105301,2024-09-09,CLI00019,Maison,Lampe de bureau LED,1,34.9,0.0,34.9,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD101755,2024-09-09,CLI00336,Sport,Bandes élastiques,3,15.9,0.0,47.7,Application mobile,Hauts-de-France,PayPal
CMD102253,2024-09-09,CLI00184,Électronique,Casque audio Bluetooth,1,79.9,0.0,79.9,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD105190,2024-09-09,CLI01753,Livres,Roman best-seller,2,18.9,0.1,34.02,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD100132,2024-09-09,CLI01689,Mode,Sneakers,1,89.0,0.0,89.0,Marketplace,Auvergne-Rhône-Alpes,PayPal
CMD105343,2024-09-10,CLI00199,Beauté,Parfum 50ml,2,59.0,0.0,118.0,Site web,Grand Est,PayPal
CMD103810,2024-09-10,CLI01038,Mode,T-shirt coton bio,2,19.9,0.0,39.8,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD105171,2024-09-10,CLI01244,Livres,BD édition limitée,2,29.9,0.0,59.8,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD101512,2024-09-10,CLI00535,Livres,BD édition limitée,2,29.9,0.0,59.8,Application mobile,Nouvelle-Aquitaine,Virement
CMD102930,2024-09-10,CLI00208,Maison,Diffuseur d'huiles,1,39.9,0.1,35.91,Site web,Occitanie,Carte bancaire
CMD101819,2024-09-10,CLI00041,Sport,Bandes élastiques,2,15.9,0.0,31.8,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD101801,2024-09-10,CLI00280,Mode,T-shirt coton bio,2,19.9,0.1,35.82,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD105326,2024-09-10,CLI01701,Sport,Bandes élastiques,3,15.9,0.2,38.16,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD100424,2024-09-10,CLI02107,Beauté,Sérum visage,1,29.9,0.0,29.9,Site web,Île-de-France,Carte bancaire
CMD103006,2024-09-10,CLI01485,Sport,Haltères 5kg,1,39.9,0.1,35.91,Site web,Grand Est,PayPal
CMD105100,2024-09-10,CLI01104,Mode,Écharpe laine,1,29.9,0.2,23.92,Application mobile,Hauts-de-France,Carte bancaire
CMD100577,2024-09-10,CLI00582,Maison,Lampe de bureau LED,4,34.9,0.0,139.6,Site web,Île-de-France,Carte bancaire
CMD104063,2024-09-10,CLI01782,Mode,Jean slim,1,49.9,0.0,49.9,Site web,Île-de-France,Carte bancaire
CMD105140,2024-09-10,CLI01026,Mode,T-shirt coton bio,3,19.9,0.0,59.7,Marketplace,Auvergne-Rhône-Alpes,PayPal
CMD103671,2024-09-10,CLI00626,Électronique,Enceinte portable,1,59.9,0.1,53.91,Marketplace,Grand Est,PayPal
CMD105670,2024-09-10,CLI00100,Beauté,Crème hydratante,2,22.9,0.0,45.8,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD103634,2024-09-10,CLI02089,Électronique,Casque audio Bluetooth,2,79.9,0.0,159.8,Site web,Grand Est,Carte bancaire
